kd_obat,product_type,revenue,total_qty,avg_margin_pct,transaction_count
R-0894,Branded,9142210.0,87.0,36.55172413793103,87
R-4541,Branded,41554.8,2.0,26.0,2
AI-1134,Generic,17445733.0,176.0,27.72425761037275,66
R-5077,Branded,8122124.0,3.0,37.49998243302591,3
AI-0477,Generic,1125124.0,326.0,33.16470588235294,85
AI-0503,Generic,10937279.3,195.0,35.835841814108896,193
R-1032,Branded,82622.0,2.0,37.50166422580216,1
R-0021,Branded,8387.5,10.0,37.5,1
R-3913,Branded,31625.0,1.0,37.5,1
AI-0221,Generic,9697179.665000001,481.0,37.872077500398454,313
R-1729,Branded,17863560.0,1101.0,35.339285714285715,112
AI-0876,Generic,2429.2,19.0,28.68686868686869,2
R-1168,Branded,328224.6,17.0,33.959994593864046,13
R-1533,Branded,1658624.0,644.0,36.06211640211641,75
R-4021,Branded,11840.0,4.0,31.25,4
R-4338,Branded,6875.0,1.0,37.5,1
AI-0001,Generic,1699436.0,241.0,35.74010224211938,65
R-2871,Branded,105994.35,20.0,34.75000000000001,2
R-5254,Branded,7963890.0,7.0,37.5,2
R-3572,Branded,1895613.25,27.0,33.40768824131893,27
R-3064,Branded,504347.75,16.5,29.411142892675038,17
R-2620,Branded,277428.2,27.0,27.61872552777339,17
AI-1482,Generic,19218.760000000002,5.0,36.4,5
AI-0738,Generic,1059077.05,358.0,38.498560575401896,308
AI-0125,Generic,579568.25,276.0,50.842654409136614,56
AI-0167,Generic,3367456.3499999996,23.0,27.00282672749826,23
AI-0529,Generic,4973923.48,2203.0,34.31878988857314,574
R-3106,Branded,33396.0,1.0,32.0,1
AI-0291,Generic,1257325.8399999999,129.0,33.42292232482347,65
R-0566,Branded,258604.5,72.0,34.750502765208644,6
R-0341,Branded,4775299.5,58.0,32.75858963588639,58
AI-0709,Generic,1043700.25,9.0,30.428458382039555,7
R-0151,Branded,270393.5,3.0,37.49987287058226,3
R-2062,Branded,44144.76,5.0,16.600000000000005,5
R-5138,Branded,4441250.0,1.0,10.0,1
R-5260,Branded,94500.0,84.0,37.530562347188265,4
R-4534,Branded,549547.975,102.0,36.59079500746167,6
R-2909,Branded,743463.0,284.0,36.87239466186834,27
AI-1130,Generic,905441.94,171.0,36.15779170931423,80
R-2910,Branded,29040.0,4.0,21.0,1
R-4873,Branded,5217923.800000001,413.05,19.898571854386585,364
AI-1402,Generic,21892656.5,2994.0,34.817173737367426,289
R-2406,Branded,162778.0,6.0,26.49855983661578,6
R-0604,Branded,599610.0,48.0,35.78125,48
R-1585,Branded,7501.0,1.0,37.50687442713107,1
AI-0643,Generic,9791.32,60.0,29.838383838383837,11
R-3109,Branded,1497080.0,13.0,37.4995522548446,5
R-2346,Branded,150085.0,2925.0,38.74105461393599,59
AI-1268,Generic,4099151.825,3297.0,32.451872871052366,137
R-3065,Branded,324500.0,1.0,20.999917966157312,1
R-1898,Branded,2786772.5,417.0,35.40373818307402,42
R-4536,Branded,85594.0,2.0,37.500401606425704,2
AI-0555,Generic,376004.0,4.0,29.24652825519043,4
R-0891,Branded,1086657.5,235.0,33.110439386755175,18
R-2076,Branded,501178.35,18.0,35.97093023255814,18
AI-0398,Generic,3879786.9250000003,306.0,32.03918506376647,145
R-3385,Branded,345398.625,8.0,31.0,11
AI-0313,Generic,133650.0,1.0,37.5,1
R-3015,Branded,422031.12,27.0,33.09878296146045,5
AI-1372,Generic,10582316.499999994,835.0,32.7159150148166,828
AI-0981,Generic,38700600.6,275.0,31.936249170964707,95
R-2625,Branded,44712.0,435.0,0.6605504587155946,9
R-5278,Branded,862400.0,70.0,32.00471445408765,5
R-1090,Branded,100003.75,10.0,37.5,1
R-0625,Branded,1060624.82,973.0,49.62788550323184,171
AI-0619,Generic,70397.9,2.0,21.000171880371262,2
R-5132,Branded,1964556.0,2.0,21.0,2
R-4396,Branded,47890723.0,64.0,35.437565045248874,64
AI-0971,Generic,291060.0,84.0,35.0,7
R-3840,Branded,231000.0,500.0,37.5,5
AI-1305,Generic,45868.0,15.0,33.1338028169014,10
R-0221,Branded,31266.800000000003,31.0,30.915306122448982,5
AI-1575,Generic,1374633.0,59.0,35.63416444949064,56
R-4926,Branded,3126957.8,9378.0,21.72935352358764,505
R-1203,Branded,5547218.699999996,55723.0,34.23886748657511,3652
R-1536,Branded,36798.175,75.5,30.58401826484018,15
AI-1180,Generic,8288926.345000001,8725.0,36.28744762038567,624
R-3285,Branded,572550.0,140.0,36.125,12
AI-1279,Generic,1981525.645,1260.0,35.302080657792345,92
R-5187,Branded,209501.0,1.0,37.500328161507966,1
R-3764,Branded,16250.0,2.0,37.50211541716026,2
R-2782,Branded,14127088.92,102.0,35.531488449754704,100
AI-0252,Generic,21600.0,30.0,20.0,1
AI-1568,Generic,1671915.77,13917.0,31.35661334910402,799
AI-0274,Generic,89961982.89000003,18483.0,33.65630907807526,1352
R-1265,Branded,1628318.125,492.0,35.52204081632653,25
AI-1041,Generic,1027065.54,209.0,36.34088138892346,76
R-0143,Branded,2862103.195,5198.0,36.706462240068426,280
R-1850,Branded,1207414.4,137.0,29.78965091478058,13
R-1253,Branded,10347.0,3.0,31.99387676999617,1
R-4863,Branded,8059.7,1.0,9.999999999999998,1
AI-1359,Generic,9159147.519999998,32233.2,34.73551936368863,3503
R-0752,Branded,90318878.64,278.0,27.66199896321655,71
R-1310,Branded,614122.625,24.0,34.06298798798799,24
R-0436,Branded,180831.8299999999,8753.95,39.95177271751642,1553
AI-0158,Generic,2016000.0,4.0,32.00006285717279,1
AI-1378,Generic,67925.0,1.0,37.5,1
R-1296,Branded,10588038.925,131.0,34.834731058415265,130
R-2094,Branded,2508.0,2.0,32.0,1
R-1313,Branded,1555369.75,97.0,35.61040596916635,27
R-0744,Branded,5380161.959999999,287.0,33.99302133569596,287
AI-0073,Generic,1617225.125000001,457.0,32.108139592176094,434
R-1921,Branded,58751.0,2.0,37.5,1
AI-0371,Generic,25989468.699999996,2664.0,35.23591911496069,939
R-5220,Branded,14000.0,2.0,9.993714644877436,2
R-4922,Branded,861030.0,30.0,32.00110380352297,1
AI-0532,Generic,846530.5,90.0,36.31731078904992,90
R-4855,Branded,112341.0,301.0,7.5183990321605005,4
R-1591,Branded,799007.75,284.0,34.00482093663911,33
R-0925,Branded,227067.845,45.0,35.74615200415021,44
R-2191,Branded,50.0,1.0,38.88888888888889,1
R-5001,Branded,1221031.0,91.0,23.750898634076204,4
R-4628,Branded,90750.0,15.0,37.5,1
R-0871,Branded,67876.0,1.0,37.50101288388299,1
R-5144,Branded,5442832.5,3459.0,10.11521033513077,187
AI-1300,Generic,43830590.64,11.0,32.77272727272727,11
R-4197,Branded,2131834.0,30.0,37.30987839413627,29
R-3939,Branded,3964068.04,210.0,36.00608912023304,169
AI-0821,Generic,118677025.5,6.0,37.5,6
AI-0096,Generic,34928467.78,289.0,32.71087133800934,177
R-4118,Branded,228690.0,2.0,21.0,1
R-3005,Branded,202754.72499999998,8.35,28.192511192511194,13
AI-0197,Generic,15735919.5,20.0,29.40504677188618,20
AI-0191,Generic,139656.40999999997,1869.0,35.293168727594974,122
R-3166,Branded,2915152.1,18.0,34.06258766729842,8
R-0109,Branded,1820864.4000000001,483.0,26.48007903557777,95
R-2265,Branded,2727.2724,10.0,20.000000000000004,1
AI-0033,Generic,2934650.235,102.0,25.109399211212793,94
AI-0103,Generic,9342.0,285.0,36.293103448275865,29
AI-0243,Generic,2448943.705,213.0,29.05565962304548,212
R-1821,Branded,280028.0,4.0,37.50049102407982,1
R-4958,Branded,275000.0,1.0,10.0,1
R-2948,Branded,12721109.0,169.0,28.545283973094623,169
AI-0359,Generic,38280.0,14.0,36.65384615384615,13
R-0622,Branded,27225.0,11.0,10.0,1
R-0947,Branded,78228.0,18.0,36.03637503919724,15
R-5240,Branded,480700.0,46.0,37.5,4
R-0314,Branded,82532.0,28.0,34.75469967904631,4
R-1465,Branded,1537510.0,14.0,41.658974358974355,9
R-2310,Branded,143393.6,32.0,31.392702012666202,9
AI-1545,Generic,1549001.29,4110.0,28.796689653525352,384
AI-0181,Generic,4899330.9,11569.0,33.036977621329974,824
R-2096,Branded,10053.25,23.0,37.44103773584905,4
AI-1439,Generic,18457694.091999978,1265.0,34.08946244835476,953
R-3584,Branded,1758166.0,2.0,37.500019551626465,2
R-5284,Branded,197988.0,14.0,31.99551988053015,1
R-0064,Branded,1272490.8,1540.0,36.29829545454545,132
AI-1038,Generic,418913.0,169.0,36.74295809694436,68
AI-1185,Generic,7877280.0,2419.0,35.733369736919094,47
R-1974,Branded,43122.0,6.0,37.49760857088196,1
R-3153,Branded,178200.0,30.0,32.0,1
R-4860,Branded,69549.5,9.0,11.110312325265596,9
R-2358,Branded,261495.0,60.0,36.999084039386304,11
R-4506,Branded,332874.0,650.0,32.632198952879584,8
AI-0374,Generic,1185191.65,9575.0,36.44012362580228,634
AI-0031,Generic,166765640.0,153.0,34.47712965305876,131
R-5178,Branded,7986000.0,2.0,21.0,1
R-4927,Branded,10494838.7,14571.0,25.288368562222836,648
AI-0550,Generic,30003.0,1.0,37.50229147571036,1
R-2800,Branded,7127147.760000001,132.0,35.159566527394695,132
AI-0766,Generic,547089.35,19.0,34.00068750572922,5
R-3006,Branded,616238.975,14.45,28.94469488271141,18
R-1941,Branded,202054.1,61.0,29.810398613518192,5
R-1908,Branded,4986198.4,2386.0,35.1769551209444,123
AI-1045,Generic,131200.17,62.0,34.19487376555483,60
R-0583,Branded,525896.5,38.0,37.499286712887674,3
R-4951,Branded,2256600.13,2374.5,31.051129887993756,385
R-2020,Branded,677082.0,61.0,33.62510113268608,24
AI-1408,Generic,8502912.0,105.0,37.10626523151909,40
AI-1554,Generic,32123960.200000003,316.0,24.835702873855155,106
R-2078,Branded,4817257.56,282.0,34.69036572802435,272
AI-1259,Generic,22118574.5,2513.0,35.23113551565674,173
R-0371,Branded,7631240.785,296.0,30.808261828354702,294
AI-0437,Generic,2846076.0,17.0,32.0,5
R-3967,Branded,2514851.0,482.0,36.26590671268448,281
R-1298,Branded,18810.0,1.0,32.0,1
R-2177,Branded,4546.25,1.0,25.0,1
R-5125,Branded,75900.0,1.0,10.0,1
R-2676,Branded,137212.4,5.0,31.500046274524568,5
AI-0451,Generic,307885.0,524.0,36.651393707222795,21
AI-1289,Generic,59329963.875,4683.0,31.232316126285717,63
R-4410,Branded,3142967.0,47.0,36.319268567558844,47
R-1222,Branded,1853784.0,31.0,36.714921482611736,7
R-5054,Branded,13171092.0,6.0,29.25,6
AI-1186,Generic,17369517.61,4283.0,33.73222337713251,113
R-1314,Branded,3113230.56,698.0,31.52475837415596,39
R-2663,Branded,6160000.0,32.0,37.5,25
AI-0663,Generic,393580.0,10.0,33.099777297880955,10
R-4581,Branded,377300.0,2.0,34.75,2
R-0403,Branded,596409.16,10.0,34.3568879439948,7
R-1715,Branded,1373775.3388,3164.0,36.68539539078215,386
AI-0748,Generic,1808224.5,78.0,29.873578021034557,45
R-2393,Branded,17628.75015,3.0,37.499999999999986,2
R-4618,Branded,292500.0,3.0,31.999951860008906,3
AI-0335,Generic,1726067.5399999996,3712.0,29.045617143678477,338
AI-0606,Generic,255837.25,2670.0,33.150793650793645,84
R-2757,Branded,6138.25,5.0,32.00672043010752,4
R-0337,Branded,110945.5,163.0,36.33870967741935,31
AI-1178,Generic,11108641.575000003,7489.0,30.046930598892928,891
AI-0856,Generic,7462.0,7.0,37.54838709677419,1
AI-1072,Generic,6611366.25,41.0,35.35834572604733,16
R-1516,Branded,715473.0,45.0,31.999999999999996,1
AI-0693,Generic,5430752.609999999,1297.0,32.48448448448448,54
R-2564,Branded,4891185.3675,467.4049999999995,36.09622065448581,965
R-2308,Branded,138458.32,8.0,34.75000000000001,2
AI-0944,Generic,505400.30000000005,571.0,30.878197295536,72
R-0292,Branded,2313414.5,389.0,33.89270833333334,32
R-0254,Branded,375159.15,261.0,34.51884737259044,28
R-3995,Branded,536316.88,71.0,27.603068340306834,5
R-2826,Branded,26223703.0,348.0,36.58793969849246,199
R-5154,Branded,62194085.0,16208.0,10.917573872472785,643
R-0762,Branded,34480.7,68.0,35.31534391534392,5
R-0498,Branded,683267.5,10.0,35.300495049504946,10
R-2667,Branded,341636.0,81.0,34.761397812774504,6
R-5272,Branded,37400.0,1.0,21.000355883399656,1
R-0385,Branded,212886.25,7.0,35.14247294614843,7
R-0153,Branded,84522.5,30.0,31.757936507936506,6
AI-0047,Generic,719670.0,620.0,37.079252504784414,42
R-4662,Branded,454078.755,342.0,35.44615384615385,35
R-4992,Branded,4587000.0,33.0,15.789473684210526,19
R-5050,Branded,47303810.0,954.0,30.281282091593013,32
AI-0468,Generic,20464608.4,298.0,35.71492529121407,84
R-0519,Branded,99640.0,4.0,29.24817101644788,4
AI-1284,Generic,16458179.495000005,43121.0,35.52495183373415,2638
AI-1240,Generic,21265963.375,2234.0,34.70238153996833,98
AI-0264,Generic,4940062.105,7391.0,30.446054729456815,743
R-5117,Branded,186295.0,85.31,10.030106256943473,98
R-3130,Branded,1272329.75,18.0,33.71881752817466,16
R-1295,Branded,20313869.75,417.0,34.84084008097169,416
R-1870,Branded,871017.25,234.0,32.78422265893574,14
R-1697,Branded,150461.375,178.0,37.249405040427675,20
R-0574,Branded,137280.0,6.0,34.75,6
AI-1232,Generic,908899.875,6.0,36.583426502808614,6
AI-0609,Generic,111481480.25,10976.0,36.13616725373944,479
R-0536,Branded,1466271.3199999998,35.0,29.799624808741875,5
AI-0649,Generic,55836000.0,34.0,36.8125,32
R-0345,Branded,1165166.0,889.0,37.001573794664694,96
R-1777,Branded,2800772.985,139.0,28.499936480410394,11
R-2861,Branded,51766.44,1.0,32.00000000000001,1
R-1357,Branded,5878372.575,1081.0,35.93740197687566,74
AI-0057,Generic,9025285.5,117.0,32.28087344323042,64
AI-0292,Generic,54058757.52,29390.0,33.229045482731586,1522
R-1736,Branded,53280.0,10.0,37.49677419354839,1
AI-1542,Generic,8452419.0,1476.0,12.068382808902637,141
AI-0566,Generic,10340572.025,12041.0,38.477696296449594,653
AI-0838,Generic,222836.1,26.0,32.90242448648898,11
R-5280,Branded,1936951.0,469.0,10.003586468601045,49
R-3535,Branded,20426.5,11.0,37.489034934279566,11
AI-0973,Generic,123188263.73999992,37953.0,29.24786956101833,914
R-1339,Branded,1306528.0,1053.0,36.98024527907463,127
R-2006,Branded,1818102.25,1831.0,36.903858796410795,89
AI-1599,Generic,1488313.5999999996,8163.0,10.051170512335585,824
R-0763,Branded,65780.0,50.0,32.0,6
R-4674,Branded,528220.0,2.0,34.75,2
R-4643,Branded,6283778.55,201.0,32.65964627624941,50
R-2279,Branded,41325.0,52.0,33.85726903153528,6
AI-0534,Generic,9910491.26,208.0,33.328962378780645,64
AI-0223,Generic,834648.0,36.0,32.00106277992864,6
R-2469,Branded,989951.5,1427.0,35.137638557415414,253
AI-0347,Generic,22063918.9,3144.0,36.849764537346594,156
R-2756,Branded,64728.0,36.0,36.440494255365266,21
AI-0150,Generic,3807658.0,335.0,31.270252828425967,101
AI-0995,Generic,45823.76,95.0,30.9271978021978,16
R-2572,Branded,7306.0,13.0,37.40831295843521,3
R-0705,Branded,78650.0,1.0,37.5,1
R-0235,Branded,2315863.2,2578.0,36.764911372751946,118
R-0095,Branded,447138.69,19.0,34.330217058497055,19
R-4930,Branded,31850.5,4.0,26.495390739576788,3
R-4762,Branded,68444.64,1.0,32.0,1
R-1909,Branded,20210.00025,4.0,37.5,1
AI-0340,Generic,13905.0,6.0,33.125,4
R-3025,Branded,278754.0,4.0,33.37511961722488,4
AI-1382,Generic,1789681.0,92.5,32.09681089214283,93
R-3236,Branded,28679.64,1.0,31.999999999999996,1
R-1998,Branded,1561454.0,752.0,35.05420090113967,98
AI-0577,Generic,51708224.07,45776.0,36.15639477816024,1044
AI-0385,Generic,86745.54,137.0,31.458333333333332,12
R-0358,Branded,64453604.625,286.0,35.37103274314821,155
R-1041,Branded,51520.6,220.0,31.528917252519733,21
R-2086,Branded,223320.0,105.0,33.819488480236735,6
AI-1062,Generic,2970000.0,6.0,19.166890741238685,6
AI-1601,Generic,9504.0,1.0,32.0,1
R-4199,Branded,674537.25,846.0,34.77610365640004,715
AI-0427,Generic,12694583.075,42.0,36.035726459088565,42
R-1785,Branded,118776.0,7.0,-3.689203925845147,7
AI-1555,Generic,203460.0,90.0,9.861829176114892,14
R-3746,Branded,37147.0,4.0,33.37282780410743,4
R-2576,Branded,2857766.0,711.0,36.21113292128196,514
AI-0832,Generic,1251958.3199999998,1520.0,30.056410256410253,130
R-1084,Branded,108900.0,3.0,32.0,3
R-3796,Branded,178750.0,2.0,37.5,1
R-1206,Branded,80016.0,1111.0,28.58003442340792,83
R-0351,Branded,5101620.0,130.0,31.999628172156292,3
R-1939,Branded,324653.4,23.0,26.49856627509019,2
AI-0806,Generic,4323595.955,17330.0,35.985949382878744,1969
AI-0705,Generic,609849.0,37.0,31.142065275117012,37
AI-0220,Generic,28775012.65,6333.0,36.0051820171236,1821
AI-0712,Generic,1000118.75,79.0,36.09579839685474,31
R-1845,Branded,798011.16,59.0,35.666314461699756,12
R-1723,Branded,222560.0,66.0,34.36273472937084,39
R-4585,Branded,79641.7,47.0,35.31707674599348,44
R-0822,Branded,803586.3200000001,6.0,31.99989487136526,3
R-2367,Branded,53460.0,3.0,32.0,1
R-1605,Branded,108099.64,2.0,26.500386172677697,2
R-1601,Branded,29700.0,36.0,37.5,5
AI-0058,Generic,210000.5,2.0,37.499672620606574,2
AI-0063,Generic,85515.6,714.0,30.974358974358978,6
AI-1099,Generic,240000.75,6.0,37.5,2
AI-1020,Generic,1870907.835,271.0,33.798733101525066,91
R-4245,Branded,32187503.75,103.0,37.499851019596235,103
R-5156,Branded,287995.0,8.0,32.68757260946218,8
R-2491,Branded,812932.655,16.0,35.7804855041493,16
R-0340,Branded,20847702.44,1775.4,33.224304861087944,212
R-0172,Branded,27225.0,1.0,37.5,1
AI-1600,Generic,1487347.0,17.0,37.4996071035675,3
R-0099,Branded,77341.5,17.0,35.67479191438763,15
R-4586,Branded,893750.0,11.0,37.4997884618639,11
AI-0836,Generic,21627962.544999994,45289.0,38.666920199255,5492
AI-1036,Generic,22363659.300000027,10466.0,32.47519284263241,4041
R-2238,Branded,200049.0,29.0,31.996233521657253,4
R-3103,Branded,14750.0,1.0,21.00082034454471,1
R-5053,Branded,9071370.0,5.0,29.25,4
AI-1030,Generic,255039.52500000002,8.0,22.1875,8
R-5090,Branded,3247398.0,9.0,30.9,5
R-2785,Branded,2825886.0,1225.0,37.04365079365079,36
R-0765,Branded,102991.0,29.0,29.640553820955112,7
AI-1109,Generic,465696.0,30.0,32.00000000000001,1
AI-0277,Generic,4391964.0,540.0,62.0,6
AI-0721,Generic,66220.225,1041.0,36.248578853337676,131
AI-0516,Generic,124125.0,7.0,39.02692909096006,6
AI-1306,Generic,432068.13,2034.0,17.908168051460734,164
AI-0517,Generic,125543.0,15.0,36.000651890482395,11
AI-1246,Generic,7951009.615,32526.0,34.71646425405144,2206
AI-0718,Generic,9558647.875,2502.0,35.84884558502161,619
R-0044,Branded,404682.0,12.0,24.367597696153343,12
AI-0090,Generic,2112598.085,992.0,31.50794921113158,91
R-1786,Branded,402163.0,447.0,33.30114135206321,67
R-2885,Branded,1142596.0,74.0,29.79763501342462,5
R-0199,Branded,2431.0,1.0,31.976112920738327,1
AI-0254,Generic,23066997.839999996,1249.0,34.24737895716446,410
R-4405,Branded,1375952.375,436.0,180.38402461445452,430
AI-0450,Generic,679666.0,1736.0,36.810916179337234,45
AI-1222,Generic,6068843.0,130.0,37.500575927072944,8
R-1115,Branded,18790363.975,852.0,35.517440075401105,172
R-2778,Branded,526500.0,47.0,36.91185113144057,47
R-2458,Branded,695026.601,19.65,27.18416393239646,29
R-2136,Branded,26250.0,1.0,37.49934524121314,1
AI-0551,Generic,187523.48000000007,84.0,29.644849507697117,83
AI-1280,Generic,17937742.125,34.0,37.49996993415801,5
R-2059,Branded,3079402.205,164.5,33.08585431719273,165
R-1490,Branded,1096159.725,4071.0,34.364809727392434,542
R-1709,Branded,56739406.0,4325.0,37.13034309923477,148
R-0666,Branded,91630.0,20.0,26.488011283497883,2
R-1346,Branded,1685349.5,1151.0,33.59772767236886,182
R-2559,Branded,31500.0,2.0,31.25,2
R-3701,Branded,89375.0,1.0,37.5,1
AI-1153,Generic,53406.0,111.0,37.46571428571429,25
R-0703,Branded,105529.25,24.0,37.493746091307074,5
AI-1181,Generic,1137296.0,1180.0,34.69631523272216,80
AI-0458,Generic,11310301.465,9415.0,35.23090975735211,312
AI-0822,Generic,31679118.049999997,10155.0,33.519450601567804,161
R-1005,Branded,1416.0,6.0,37.2093023255814,1
R-1209,Branded,145530.0,18.0,37.5,7
AI-0357,Generic,18353292.289999984,1414.0,33.517739430441566,1243
AI-0203,Generic,203280.0,48.0,21.0,1
R-0161,Branded,325001.0,1.0,37.5002115381361,1
R-0268,Branded,1776272.0,23.0,30.083333333333332,18
R-2355,Branded,15468.75,5.0,37.5,1
R-0377,Branded,8662375.02,307.0,32.15418328114199,303
R-1537,Branded,4185221.67,89.0,33.27654076569047,89
R-4794,Branded,265694.0,78.0,30.900000000000002,7
AI-0964,Generic,1672076.33,1685.0,34.05531154792688,64
R-2081,Branded,1820245.96,103.0,35.54505472413806,78
AI-1317,Generic,1482779.25,262.0,35.99762875203513,11
R-0225,Branded,89980.0,4.0,29.250636860616694,4
R-2652,Branded,21600.000048,4.0,32.000000000000014,2
AI-0784,Generic,37895000.0,56.0,35.339285714285715,56
R-0668,Branded,8804.99855,35.0,30.0982905982906,3
R-1648,Branded,538368.0,64.0,37.495913697286696,3
AI-1027,Generic,260992.19999999998,240.0,33.818386568386565,6
R-0102,Branded,463848.025,343.0,33.64694338024688,47
R-5203,Branded,3805500.0,1819.0,9.997581035316884,78
R-4853,Branded,114840.0,20.0,10.0,1
R-1494,Branded,576935.15,410.0,33.99378866866191,22
AI-0616,Generic,14603120.959999999,3049.0,33.982724814941626,138
R-3934,Branded,989747.3,38.0,35.31860357988945,36
R-2750,Branded,43793.75,1.0,37.5,1
AI-1093,Generic,4167450.0,4.0,35.66663476387189,3
AI-0564,Generic,8291053.494999999,22598.0,41.824600879177986,1287
R-3432,Branded,131097.0,17.0,35.5526144365287,17
R-1437,Branded,2558225.0,14.0,32.8948051948052,14
R-0407,Branded,773889.0,15.0,32.73351415516388,15
R-0416,Branded,196349.0,51.0,36.723768736616705,7
AI-1056,Generic,4429554.159000005,1703.0,31.085063860686642,1636
R-0219,Branded,395308.0,26.0,32.21003344481606,26
R-1236,Branded,485255.76,21.5,32.0,10
R-1369,Branded,329381.44,1324.0,36.78525985292901,133
R-1708,Branded,10633.92,13.0,29.249999999999996,4
R-2430,Branded,20903.52,1.0,32.0,1
AI-0660,Generic,282470.425,55.0,31.384648480197207,55
R-3160,Branded,78568.0,4.0,37.50087504375219,1
R-0714,Branded,22950.0,27.0,37.54045307443366,11
R-5293,Branded,2295975.0,1.0,21.0,1
AI-1524,Generic,14902936.759999998,41453.0,34.6285789445097,2067
AI-0538,Generic,9442769.5,2915.0,36.33688263230745,415
R-0432,Branded,47823.9998905,5.0,34.20206257892521,5
AI-1523,Generic,36000.0,30.0,20.0,1
R-5302,Branded,312840.0,30.0,32.0,1
AI-0338,Generic,25222.629999999997,846.5,34.141795311606636,159
R-2976,Branded,2554738.8125,2201.0,32.47369426920419,544
AI-0701,Generic,496746.85,4385.0,35.47308419725419,344
R-0950,Branded,1174161.1100000008,468.5,48.39173722258705,411
AI-1157,Generic,12606430.565,6907.0,35.37164391451986,3320
AI-0886,Generic,111375.0,6.0,37.5,3
R-1318,Branded,1227732.4100000001,28.0,36.51750886557589,28
AI-0789,Generic,111324594.07,815.0,32.821604454583806,558
AI-1156,Generic,6659279.159999996,37539.8,33.203547652962754,4540
AI-0390,Generic,1189610.0,951.0,36.77611742655748,54
R-0108,Branded,167886.10499999998,836.5,36.599547773654905,176
R-2061,Branded,6682336.535,434.70000000000005,32.133230647617154,453
R-0127,Branded,1387590.0,85.0,35.66942148760331,6
AI-0279,Generic,17239481.97,3191.0,26.48497007014553,188
R-2578,Branded,534050.0,5.0,34.2,5
R-2772,Branded,18985.2,11.0,36.978354978354986,11
R-0395,Branded,22739.999975,1.0,37.50000000000001,1
R-1311,Branded,77518206.575,5274.5,35.83833185657747,810
R-5045,Branded,7114800.0,34.0,26.5,6
AI-0113,Generic,49990.119999999995,39.0,32.911845730027544,6
R-2388,Branded,108380.4,30.0,33.83279395900755,3
R-2392,Branded,1237399.0,79.0,35.76302190883908,19
R-0122,Branded,4011410.92,20379.0,37.54324308170445,819
R-3195,Branded,568325.525,85.0,30.44896847358923,81
R-2270,Branded,83296.0,19.0,33.371153846153845,4
R-5134,Branded,439230.0,3.0,21.0,2
R-3060,Branded,119112.0,7.0,37.50303030303031,7
AI-1274,Generic,1846339.4650000003,16344.0,34.848346829356956,1574
AI-0376,Generic,553147.14,3442.0,36.13392915815688,98
R-4715,Branded,68748.0,3.0,20.998996779133005,1
AI-0219,Generic,7031893.225,397.0,33.45692809917889,389
AI-0825,Generic,2053128.505,943.0,32.05421846793146,85
AI-1105,Generic,411465.58,116.0,35.10671277937076,62
AI-0513,Generic,9539694.284999996,9337.0,33.47910819472568,1407
AI-1552,Generic,2651080.2,466.0,28.196094609460946,32
R-2077,Branded,4188535.540000003,13680.0,33.72227768935372,1824
R-1678,Branded,377836.0,8.0,35.666128589960415,6
AI-0311,Generic,269500.0,49.0,37.5,8
AI-0199,Generic,6125066.875,7.0,37.50003367345015,7
R-1439,Branded,1379904.0,493.5,34.09259259259259,45
R-2775,Branded,198750.75,3.0,37.5,3
AI-1417,Generic,49133.25,122.0,37.49284077892325,6
R-1223,Branded,291466.25,27.5,35.66937764446026,3
R-0935,Branded,2539302.5,195.0,37.015050784856875,57
R-2791,Branded,76682.0,2.0,20.999147915548964,2
R-0865,Branded,12000238.350000007,15772.5,31.637524921305918,1581
AI-1387,Generic,22730609.030000016,931.0,34.10066283505327,925
R-5084,Branded,419568.0,3.0,34.750239234449765,2
R-4885,Branded,6284791.1000000015,128.0,25.06505794110481,46
R-1532,Branded,711440.0,26.0,31.751196172248804,4
R-3624,Branded,104060.61,26.0,25.587631771770056,23
R-4673,Branded,4857612.5,777.0,35.355680167378466,362
AI-0134,Generic,891179.5,179.0,37.07990897128929,51
R-0447,Branded,155844.0875,9.05,29.64363064120346,14
R-2236,Branded,6354898.0,40.0,37.50010699673018,18
AI-1295,Generic,3156237.8,124.0,33.87133315872183,108
AI-0537,Generic,18307929.23,5567.0,35.33110775973413,574
R-0766,Branded,722259.0,132.0,30.165596575708935,21
AI-0890,Generic,5796000.0,8.0,10.687576866372824,2
R-0350,Branded,355000.0,71.0,37.513751375137524,17
R-4371,Branded,2558486.625,34.0,35.2659226892942,32
R-3374,Branded,210672.0,3.0,32.0,3
R-4547,Branded,9591582.0,141.0,36.72014925373134,134
R-5262,Branded,83125.0,1.0,10.000264662290917,1
R-3122,Branded,2994766.1399999997,975.0,36.09710398914615,152
R-3822,Branded,31886.25,1.0,37.5,1
AI-1174,Generic,60858911.37499998,41768.5,35.94349880775608,2927
R-1827,Branded,244689.75,188.0,34.74021592442645,19
R-4886,Branded,215512.0,6.0,13.666666666666666,6
AI-0455,Generic,1083147.47,274.0,36.44438012798386,130
AI-0490,Generic,1008414.0,25.0,37.076243498261846,13
AI-1588,Generic,433522.5,215.0,33.89568094740508,29
R-1936,Branded,554840.0,2.0,37.5,2
R-1165,Branded,12062875.33,676.0,35.864570328759136,308
AI-0478,Generic,80393.875,705.0,55.27777777777778,27
R-1353,Branded,592800.0,30.0,31.99732798931196,1
R-3846,Branded,449856.0,1900.0,32.0,2
