kd_obat,product_type,price_tier,total_revenue,total_gross_margin,avg_margin_pct,transaction_lines,unique_transactions
R-3000,Branded,High,7688327.0,180351.5,35.72230550542696,47,47
R-0137,Branded,Low,7663870.9499999955,193674.69000000024,35.426628235281825,3370,3335
AI-0212,Generic,Mid,7646633.068999985,1761465.8190000025,31.07325101458447,992,992
AI-0541,Generic,Premium,7646066.5,1148911.875,35.70044978559444,40,40
R-0371,Branded,High,7631240.785,1781384.7850000001,30.808261828354663,294,294
AI-0426,Generic,Premium,7617633.0,1460320.375,33.52617957390114,46,46
R-2492,Branded,Mid,7564809.100000001,243817.3,34.59982993197279,196,196
AI-0429,Generic,High,7494759.680000003,1761336.6799999988,32.31765792479048,317,317
R-5079,Branded,Premium,7441500.0,773850.0,33.57142857142857,14,14
R-2378,Branded,Mid,7412236.500000001,290948.94999999984,33.45884699384975,211,210
AI-0914,Generic,Premium,7394980.8149999995,1727683.8150000002,30.732001857793165,48,48
AI-0196,Generic,Premium,7343746.5,764661.5,29.106739836166778,11,11
AI-0127,Generic,Premium,7335306.125,1996056.125,37.385495633593486,48,48
R-2424,Branded,Premium,7321102.0,1052125.0,35.55895475870214,17,17
AI-1525,Generic,High,7144550.0,1629700.0,29.630909090909093,550,549
R-2800,Branded,High,7127147.760000001,1854011.76,35.159566527394766,132,132
R-5045,Branded,Premium,7114800.0,262350.0,26.5,6,6
AI-1398,Generic,Mid,7103422.41,332506.45000000007,32.36710595913,200,200
R-0274,Branded,Mid,7063825.6,81771.59999999999,32.68688909774435,80,80
AI-1203,Generic,High,7060754.85,168579.925,29.318381820964465,11,11
AI-0219,Generic,High,7031893.224999996,1749456.6000000006,33.45692809917879,389,389
AI-0671,Generic,Mid,6974519.0,577849.0,34.94213213213241,666,665
AI-1540,Generic,Mid,6910294.75,48121.25,22.19065254455382,72,72
R-1710,Branded,High,6875915.0,69807.0,37.17448956769018,17,17
R-5078,Branded,Premium,6875000.0,1875000.0,37.5,1,1
R-1871,Branded,Premium,6856277.25,1323912.75,37.49997934085767,7,7
AI-0717,Generic,Mid,6761922.875,162159.3,33.2035733440596,904,904
R-1475,Branded,High,6730947.454999998,517350.6849999999,33.344105873701906,64,64
R-5257,Branded,High,6725792.0,85622.0,34.15023641451483,23,23
R-1573,Branded,High,6719619.540000001,1684442.5399999996,33.67897628854637,203,203
R-5066,Branded,Premium,6712200.0,1672200.0,33.17857142857143,14,14
R-4838,Branded,Premium,6700321.0,1821995.0,37.347363210793496,36,36
AI-1131,Generic,Low,6695216.285,28014.350000000013,34.35443995279474,249,248
R-2061,Branded,High,6682336.534999998,1692846.7450000015,32.13323064761729,453,452
AI-1156,Generic,Low,6659279.159999995,203139.60999999652,33.20354765296428,4540,4533
AI-0195,Generic,Mid,6655877.18,78451.41500000007,32.21114731047976,252,252
R-0539,Branded,High,6621301.6,60821.51999999999,25.60385338345865,16,16
AI-1072,Generic,Premium,6611366.25,673971.625,35.35834572604733,16,16
AI-0260,Generic,High,6559661.350000001,245823.37500000006,31.890920719553016,94,94
R-0806,Branded,High,6549681.600000001,17642.240000000005,32.000000000000014,4,4
AI-1152,Generic,Mid,6519238.125,110419.9000000001,34.43104766971916,182,182
R-0696,Branded,High,6514608.0,1568850.0,35.66,300,300
R-1043,Branded,Mid,6445200.0,77098.0,54.662266270284086,28,28
R-2236,Branded,Premium,6354898.0,778959.0,37.50010699673018,18,18
R-0118,Branded,High,6339253.74,1579452.74,33.18042058583264,205,205
AI-0253,Generic,Mid,6323374.425,51651.27500000001,29.756551724137925,58,58
AI-1389,Generic,High,6316026.8999999985,1633536.9000000004,35.09737667986173,217,217
AI-0050,Generic,Low,6313102.05,271227.10000000003,45.36454606817414,5926,5825
AI-0553,Generic,Mid,6292660.335000001,754708.2849999998,35.38872454368087,755,755
R-4885,Branded,High,6284791.1,406506.0,25.06505794110481,46,46
R-4643,Branded,High,6283778.55,384750.66000000003,32.65964627624943,50,50
AI-0174,Generic,High,6279804.33,632271.3200000001,34.5281696979953,65,65
AI-1480,Generic,Premium,6274990.4,911750.3999999999,16.999992541821733,2,2
R-4388,Branded,Mid,6261163.565000016,1414874.1899999962,29.66492941209813,583,582
R-1521,Branded,Mid,6248540.0,69935.0,35.62052172868686,73,73
AI-0261,Generic,Mid,6234902.100000001,188777.92,33.51545636175344,107,107
AI-1265,Generic,Mid,6231025.3,624745.75,33.235301611113364,512,512
R-2589,Branded,High,6204973.0,184135.78,34.797954460826084,57,57
AI-1019,Generic,Mid,6190995.649999998,315252.08999999985,35.06641143919797,701,701
R-2373,Branded,Mid,6168084.25,179454.75,32.66277948800435,83,83
R-2663,Branded,Premium,6160000.0,1312500.0,37.5,25,25
AI-1014,Generic,High,6126526.5,808708.5,42.56040253065985,38,38
AI-0199,Generic,Premium,6125066.875,1670473.875,37.50003367345015,7,7
R-4940,Branded,High,6081198.6,105775.4,10.001607437328841,88,88
AI-1222,Generic,High,6068843.0,105173.0,37.50057592707295,8,8
AI-0617,Generic,Mid,6054482.9,110280.95,36.58827664660831,76,76
AI-1283,Generic,Mid,6031642.140000001,66583.81,36.7572483544311,218,218
R-0835,Branded,Mid,6024979.040000001,185320.99499999985,30.629486862809003,746,746
R-4822,Branded,Premium,5989500.0,272250.0,10.0,3,3
AI-0791,Generic,Mid,5982361.465000001,235942.87500000003,35.17553003682972,1274,1274
R-1728,Branded,High,5976780.0,487025.0,35.889830508474574,59,59
AI-0091,Generic,Mid,5959790.6850000005,243123.2899999997,32.3176111920285,1019,1019
AI-0417,Generic,Mid,5886958.389999997,160147.3050000002,31.081350596162757,965,965
R-1357,Branded,Mid,5878372.575,106409.665,35.937401976875684,74,74
R-0851,Branded,High,5871708.125,594992.875,35.75746402834581,82,82
R-5028,Branded,Premium,5862450.0,1242450.0,29.25,2,2
AI-0890,Generic,Premium,5796000.0,139910.0,10.687576866372824,2,2
AI-0727,Generic,Mid,5780652.659999998,422665.4600000001,36.081843448898134,516,516
R-4717,Branded,Premium,5778850.0,1181050.0,33.22222222222222,9,9
R-0124,Branded,Mid,5765706.0,574598.0,37.17515988431301,501,501
AI-0425,Generic,Premium,5760504.0,1267777.0,29.558575752893237,15,15
R-2328,Branded,High,5740750.945,1478600.9449999998,34.685816683427376,86,86
AI-1057,Generic,Low,5713511.829999986,179399.19999999658,32.995763322947006,6671,6632
AI-0650,Generic,Mid,5667459.219999999,207083.225,35.06752866507377,203,203
R-1280,Branded,Premium,5653446.6,17829226.15,36.40848065748192,712,712
R-2211,Branded,Premium,5650604.0,1478492.0,35.43749544595158,16,16
R-0342,Branded,High,5621308.05,1413552.05,33.58929563379906,117,117
R-4913,Branded,High,5615327.415,1287337.415,30.05684554465295,451,451
R-0829,Branded,Premium,5611321.375,903738.75,37.5,27,27
AI-1034,Generic,Mid,5576165.045000001,509188.1399999999,33.23374334754853,306,306
R-1700,Branded,Mid,5575285.015000001,980177.8900000019,37.11784169893637,833,830
R-1203,Branded,Low,5547218.699999991,92687.21999999919,34.23886748657404,3652,3375
AI-1060,Generic,Mid,5522771.024999999,139329.04999999993,46.566979391408516,662,619
R-1070,Branded,Mid,5502684.68,58900.24,36.547452547452565,23,23
R-5279,Branded,Mid,5488189.0,62967.0,37.338116698292225,34,34
R-2000,Branded,High,5451252.109999999,1382436.6099999999,34.28215878423926,159,159
AI-0837,Generic,Low,5448079.754999994,143713.3200000006,32.08524848545612,1905,1902
R-5144,Branded,Mid,5442832.5,28778.1,10.115210335130755,187,187
AI-0693,Generic,Mid,5430752.61,55817.44,32.48448448448446,54,54
R-3390,Branded,High,5416334.0,1379294.0,34.2,145,145
R-1200,Branded,High,5396760.46,1302165.4600000002,34.572769599764506,124,124
R-0239,Branded,Mid,5391024.0,82617.0,39.6709538574379,64,64
R-0744,Branded,High,5380161.960000001,1364759.96,33.99302133569617,287,287
R-2783,Branded,High,5351882.75,466652.5,37.16196733019073,49,49
AI-0679,Generic,High,5341390.57,511826.065,33.80208096200972,53,53
R-2616,Branded,High,5331759.45,178119.7,37.1764821380094,17,17
R-2001,Branded,Mid,5320815.04,215800.91,31.777323512698125,173,173
R-2542,Branded,Premium,5301360.24,1285178.24,32.0,2,2
AI-1549,Generic,Low,5291274.875,59715.735,32.99613300964732,782,781
R-5081,Branded,Mid,5286990.0,108279.0,33.67026847421589,180,180
AI-0633,Generic,Premium,5264534.125,963611.5,34.357158675775715,7,7
R-3434,Branded,Mid,5260005.675,1159045.4699999997,36.282329237066016,573,573
R-0247,Branded,High,5220300.199999999,95024.18000000001,33.89314605298825,28,28
R-4873,Branded,High,5217923.800000001,769388.3,19.898571854386592,364,364
R-4894,Branded,Mid,5189535.0,21980.8,27.419789431665038,98,98
R-1071,Branded,High,5117118.0,46330.0,36.948719993619896,10,10
R-0351,Branded,High,5101620.0,27959.0,31.999628172156292,3,3
R-2823,Branded,High,5081300.0,760550.0,36.83050847457627,59,59
R-2263,Branded,Premium,5065500.0,1356780.0,36.583511292305715,24,24
R-0344,Branded,High,5061069.625,1243559.75,33.35090970569493,57,57
R-0802,Branded,High,5036228.9350000005,401006.02999999997,33.80707892416479,149,149
R-0607,Branded,Mid,5017478.080000005,193807.95599999969,31.27496833268918,423,420
R-2314,Branded,High,5000072.85,398747.2,36.1240836180079,76,76
R-1908,Branded,Mid,4986198.4,66821.88,35.1769551209444,123,123
AI-1031,Generic,Mid,4978331.949999999,504591.975,34.237019109564805,275,275
AI-0529,Generic,Mid,4973923.48,333167.76,34.31878988857322,574,574
AI-0264,Generic,Mid,4940062.105,116341.02899999992,30.446054729456776,743,742
R-2160,Branded,High,4937136.2,136472.5,35.20768196448345,24,24
R-2639,Branded,Premium,4927182.0,1343778.0,37.5000418596396,3,3
AI-1184,Generic,Mid,4920702.75,14588.625,34.76526539085057,24,24
AI-0181,Generic,Low,4899330.9,91542.70499999968,33.03697762133006,824,749
R-2564,Branded,Premium,4891185.367499967,33028429.290000007,36.096220654485414,965,958
R-0176,Branded,Mid,4873789.754000001,233409.46899999972,31.630870250729878,683,682
AI-0039,Generic,High,4867588.0,585832.125,35.92722297536795,175,175
R-4673,Branded,Mid,4857612.5,583872.2,35.35568016737847,362,362
AI-1419,Generic,Premium,4844000.0,1044000.0,27.473684210526315,38,38
R-0131,Branded,Premium,4833279.0,1318163.0,37.49984353290189,11,11
R-1493,Branded,High,4822579.625,167047.84999999998,33.5143621412077,69,69
R-4604,Branded,Premium,4821509.88,1241600.88,34.75,4,4
R-2078,Branded,High,4817257.56,1200453.56,34.69036572802417,272,272
AI-1556,Generic,Mid,4808184.0,133769.0,20.458229845961792,148,148
R-3199,Branded,High,4799850.0,1239850.0,34.82051282051282,78,78
AI-0430,Generic,Mid,4791143.5,135990.5,35.806554262475274,407,407
R-0341,Branded,High,4775299.5,1178359.5,32.75858963588638,58,58
AI-1291,Generic,High,4740946.7749999985,393634.77500000014,26.03262435008954,74,74
R-2180,Branded,High,4730153.52,1254881.52,36.09998800012,110,110
R-4938,Branded,High,4686414.0,692289.0,17.27822219442446,153,153
AI-0933,Generic,Mid,4680523.0,34903.975,31.536808170128264,118,118
R-2730,Branded,Premium,4652502.0,439041.5,37.499917658877195,9,9
AI-0403,Generic,High,4642494.85,762253.7250000001,34.922711601251244,39,39
R-0857,Branded,Premium,4611000.0,1214406.0,37.04162668620305,36,36
R-4992,Branded,Premium,4587000.0,360000.0,15.789473684210526,19,19
AI-0576,Generic,Mid,4565214.8,32075.380000000012,34.6096204018762,63,61
R-2608,Branded,High,4491991.125,329717.875,34.833652312599675,33,33
R-0357,Branded,Premium,4483820.0,351550.0,32.916666666666664,6,6
AI-0582,Generic,Mid,4467324.0,434809.0,35.319542642510065,248,248
R-2166,Branded,High,4452480.0,13492.0,37.49861033907727,2,2
R-5138,Branded,Premium,4441250.0,403750.0,10.0,1,1
R-1913,Branded,Mid,4439647.519999996,122637.84999999993,32.25276788116839,419,418
AI-1056,Generic,Mid,4429554.159000017,1019750.9989999959,31.085063860687228,1636,1635
AI-1543,Generic,Premium,4402604.0,956672.0,27.76235863040826,21,21
AI-0277,Generic,Mid,4391964.0,18454.4,62.0,6,5
AI-0615,Generic,Premium,4361948.8,468971.6,32.454692166942095,11,11
R-5275,Branded,Premium,4350753.0,1186569.0,37.5,12,12
R-0313,Branded,High,4341932.155000009,2385229.85,36.28274629136561,275,275
AI-1141,Generic,Low,4323766.35,26213.85,35.93256558431687,379,379
AI-0806,Generic,Low,4323595.954999999,130083.36999999991,35.9859493828792,1969,1965
AI-1059,Generic,High,4315740.0,761310.0,26.21590909090909,242,242
AI-0323,Generic,High,4305689.0,224087.0,34.22316593641164,69,69
AI-0720,Generic,Mid,4304828.234999999,209897.90500000003,35.23216276477146,156,156
R-0194,Branded,High,4277448.5,1111986.5,35.473223077728875,144,144
R-5057,Branded,Premium,4265250.0,965250.0,29.25,2,2
R-2480,Branded,High,4209564.725,1032170.1250000001,33.582316085835856,73,73
AI-0803,Generic,Mid,4206205.65,38733.20499999999,32.49929038705391,131,131
R-1192,Branded,Mid,4192384.0,417994.0,37.209164677129245,113,113
R-2077,Branded,Low,4188535.5400000005,140720.28000000026,33.72227768935277,1824,1822
R-0618,Branded,Mid,4185666.8200000003,426717.16,35.94691157095259,187,187
R-1537,Branded,High,4185221.6699999995,1044537.67,33.276540765690484,89,89
R-4934,Branded,Premium,4174500.0,237375.0,16.657894736842106,19,19
AI-1093,Generic,Premium,4167450.0,827304.0,35.6666347638719,3,3
R-4027,Branded,Mid,4138023.6799999997,149117.12,35.30234848484849,200,200
R-2362,Branded,Mid,4125148.5859999987,128707.19200000013,31.96962080087182,674,674
R-5043,Branded,Premium,4120050.0,96525.0,29.25,2,2
AI-1268,Generic,Mid,4099151.825,42004.374999999985,32.451872871052394,137,137
R-2993,Branded,Mid,4096764.15,74119.29000000001,31.99769135436121,43,43
R-2002,Branded,Mid,4056364.25,52651.5,31.48488601182099,34,34
R-0252,Branded,High,4048410.5,83660.0,36.23998267273122,27,27
R-0877,Branded,Mid,4030968.875,46062.375,32.4690973420569,46,46
R-5105,Branded,High,4026000.0,179000.0,10.0,58,58
AI-1537,Generic,Mid,4025727.725,96622.225,32.23460127412589,371,371
AI-0418,Generic,High,4020290.0,692250.0,22.46777940043467,199,199
R-0122,Branded,Low,4011410.92,43969.52,37.543243081705185,819,819
R-5296,Branded,Premium,4000150.0,1090950.0,37.5,1,1
R-3939,Branded,Mid,3964068.0400000014,835140.02,36.00608912023305,169,169
AI-0201,Generic,Mid,3964052.45,82229.05000000003,33.656430909495185,194,194
AI-0410,Generic,Mid,3958681.4450000003,356880.865,36.40683207916874,214,214
R-5182,Branded,High,3953936.6799999997,1043078.68,35.83406267155597,142,142
AI-1551,Generic,Mid,3949110.0,33318.0,35.59615384615385,52,52
AI-1604,Generic,Mid,3927584.0,30396.0,37.53574194237495,57,57
R-5256,Branded,High,3910772.0,56307.6,36.88915094339623,18,18
AI-1319,Generic,Premium,3906919.8,632922.8,19.793528097895244,5,5
AI-1290,Generic,Low,3903039.875,86563.875,35.497949138638226,2438,2435
AI-1550,Generic,Low,3891953.38,178360.735,33.46945237694568,1389,1389
AI-0398,Generic,High,3879786.9250000003,446811.9800000003,32.039185063766496,145,144
AI-0129,Generic,Premium,3823619.85,871013.85,29.499833367540408,29,29
AI-0150,Generic,High,3807658.0,274926.2,31.270252828426013,101,100
R-1677,Branded,High,3805874.4,272998.4,36.14874345781374,84,84
R-5203,Branded,Mid,3805500.0,15057.0,9.997581035316884,78,78
R-1202,Branded,Low,3802548.0500000063,70535.35999999978,36.66151815312994,2963,2722
AI-1267,Generic,Mid,3798631.5,33997.5,29.579786028949027,245,243
R-1695,Branded,Mid,3778265.6,80929.29000000001,35.72435077337152,31,31
AI-0263,Generic,Low,3761559.3900000006,95069.23499999993,30.259013452196566,928,921
R-0719,Branded,High,3706313.4899999993,862958.9900000002,31.312415978320754,48,48
AI-1561,Generic,Mid,3687325.92,47402.479999999996,25.504031205713563,99,99
R-0534,Branded,High,3674138.0,876978.0,32.2340600216609,47,47
R-1173,Branded,Premium,3670566.0,197719.0,34.20004210526316,5,5
R-3237,Branded,High,3620400.0,35264.0,37.50053171125952,2,2
AI-1009,Generic,Low,3615331.3749999995,125662.5500000003,35.3107567211117,1337,1317
AI-0947,Generic,Low,3612311.32,130293.26999999993,31.746430191609058,1249,1246
R-1300,Branded,High,3599707.0,129221.0,36.36954686180692,34,34
R-0128,Branded,High,3597054.3200000003,120499.76000000001,32.916375441740584,36,36
AI-0102,Generic,Mid,3588776.3800000004,169020.9599999999,34.66694402422679,648,648
AI-1233,Generic,Premium,3553000.0,969000.0,37.5,19,19
R-2415,Branded,High,3542100.795,919890.7949999999,35.07773873185638,77,77
R-5131,Branded,Premium,3527150.0,122430.0,21.0,2,2
AI-1395,Generic,Premium,3506156.5,28124.25,37.5,1,1
R-0602,Branded,Mid,3482986.3949999996,307385.515,36.773264079178134,433,432
AI-1100,Generic,Premium,3480796.375,526813.0,37.49996405231108,10,10
AI-0715,Generic,High,3478936.075,109039.15,35.52825184374015,29,29
R-4820,Branded,Premium,3465000.0,315000.0,10.0,2,2
R-5271,Branded,Low,3431803.625,43770.625,37.135606234145015,389,387
R-2153,Branded,High,3396603.5,31224.25,37.49849882307729,6,6
R-1640,Branded,High,3380088.0,141366.0,33.50048106317331,11,11
AI-0167,Generic,Premium,3367456.3499999996,700781.3500000001,27.00282672749826,23,23
R-0815,Branded,High,3356045.0,859045.0,34.401408450704224,71,71
AI-0530,Generic,Low,3340769.55,67037.64000000006,35.27236856938788,2314,2314
R-0223,Branded,High,3329484.775,850808.775,34.34537667698658,68,68
R-3936,Branded,High,3328905.720000001,836844.2200000003,36.053963486089245,112,112
R-2839,Branded,Premium,3315755.0,854030.0,34.648547294161325,27,27
R-5056,Branded,Premium,3312375.0,573375.0,34.75,6,6
AI-1539,Generic,Low,3299915.625,19733.375,31.472687400318957,60,60
R-2659,Branded,High,3298991.0,102523.25,32.23041979949874,24,24
AI-0874,Generic,High,3298709.875,303739.0,36.279568819243416,86,86
R-4495,Branded,High,3296613.0,747394.0,36.16394232400339,131,131
AI-1275,Generic,Mid,3287235.385,234267.98000000004,34.88632806571939,287,287
R-3115,Branded,Mid,3284899.55,32764.61,31.40761860696648,28,28
R-3212,Branded,Mid,3249399.05,22876.430000000008,40.80789835662057,38,37
R-5090,Branded,Premium,3247398.0,428274.0,30.9,5,5
R-0107,Branded,Mid,3202104.150000002,782983.6499999996,35.198409703504154,636,628
R-2603,Branded,High,3192081.0,47641.0,37.49783549783549,11,11
R-2428,Branded,Mid,3183391.5,466367.625,36.65391430415239,176,176
R-1600,Branded,High,3175569.56,826785.56,36.611826975108215,192,192
R-0388,Branded,High,3167543.25,812035.25,34.49984996153913,108,108
AI-1295,Generic,High,3156237.8,693559.8,33.87133315872189,108,108
AI-0389,Generic,Low,3144699.189999996,110061.25000000023,34.196029000303746,1849,1832
R-4410,Branded,High,3142967.0,836067.0,36.31926856755884,47,47
R-4926,Branded,Low,3126957.8000000007,29847.440000000017,21.729353523587584,505,505
R-2872,Branded,High,3118500.0,15300.0,28.333333333333332,3,3
R-1314,Branded,Mid,3113230.56,42321.24,31.524758374155954,39,39
AI-0781,Generic,Mid,3108636.425,14378.8,28.24127288190243,64,64
R-2059,Branded,High,3079402.204999999,767868.8650000001,33.08585431719267,165,165
AI-1577,Generic,Mid,3068184.0,21343.0,24.25243770314193,13,13
AI-0147,Generic,Mid,3058782.53,62655.139999999905,25.809753879930568,147,147
AI-1033,Generic,High,3055635.6,433061.0,33.78563295925997,35,35
AI-0719,Generic,Mid,3042068.6,84649.61,34.33102200353308,339,339
AI-0457,Generic,Premium,3027024.0,34398.0,37.5,1,1
R-3338,Branded,High,3016185.125,112562.875,34.86191816800201,25,25
AI-1576,Generic,High,2998135.0,472691.0,35.68376740026346,41,41
R-3122,Branded,Mid,2994766.1399999997,123982.79,36.097103989146134,152,152
R-1216,Branded,High,2987104.0,713832.0,32.240089686098656,50,50
AI-0428,Generic,Premium,2973182.2,245909.19999999995,9.016669764999689,3,3
AI-1062,Generic,Premium,2970000.0,474550.0,19.166890741238685,6,6
AI-1440,Generic,High,2969122.45,406544.225,36.01105882352941,25,25
R-0265,Branded,Mid,2966794.245,151092.26499999996,32.91030272058002,234,234
R-1847,Branded,High,2961622.5,30916.62,22.768977831975956,7,7
AI-1079,Generic,Low,2949838.0,13776.9,36.246415322686566,199,199
AI-0033,Generic,High,2934650.2349999975,540880.7950000005,25.109399211212807,94,94
R-1722,Branded,Mid,2926272.0,104243.125,37.043315215391964,328,328
R-2495,Branded,Mid,2919693.779999999,83953.52000000003,35.51258176061321,127,126
R-3166,Branded,Premium,2915152.1,327529.19,34.06258766729842,8,8
R-4522,Branded,High,2906874.0,43678.0,32.000026377964396,15,15
R-2389,Branded,Mid,2899871.25,36286.75,36.63446301281961,44,44
R-1050,Branded,Low,2899581.3000000003,11895.350000000002,31.72438564857427,141,140
R-0899,Branded,Mid,2889500.385,112201.52,33.99365551930803,71,71
R-4666,Branded,High,2884070.9999999995,84280.50000000001,33.203242481203006,32,32
R-0495,Branded,Mid,2868336.6999999974,110954.12000000016,29.88961186369585,395,395
AI-1361,Generic,Mid,2864356.725,207099.92500000002,36.92257085407604,200,200
R-0143,Branded,Low,2862103.1950000003,40161.134999999995,36.70646224006851,280,278
R-2576,Branded,Mid,2857766.0,574899.9199999999,36.211132921281866,514,514
AI-0826,Generic,Mid,2854007.2750000004,55547.25000000002,33.85685551458261,95,95
R-4936,Branded,High,2851605.0,640005.0,28.816196050397647,76,76
R-0517,Branded,Mid,2846646.76,35583.68,34.75511798718549,16,16
AI-0437,Generic,Premium,2846076.0,204432.0,32.0,5,5
R-1324,Branded,Premium,2845565.5550000025,13461040.319999997,36.1338414405908,514,513
R-1263,Branded,High,2844985.0,721985.0,33.910714285714285,56,56
R-4648,Branded,High,2836575.75,723775.75,34.25632775119617,80,80
R-2785,Branded,Mid,2825886.0,22404.0,37.04365079365079,36,36
R-1775,Branded,Premium,2819583.0,294196.0,34.357257961366024,7,6
R-1777,Branded,High,2800772.985,50584.99,28.499936480410398,11,11
R-0092,Branded,High,2789961.5300000003,723256.53,34.99207831781614,110,110
AI-1210,Generic,High,2788015.73,644185.73,34.17417753508842,180,180
R-0255,Branded,High,2787124.0,719028.0,35.356706322785556,149,149
R-1898,Branded,Mid,2786772.5,73833.625,35.40373818307401,42,42
R-3049,Branded,High,2755198.5,11968.725,26.089285714285715,4,4
AI-1321,Generic,Premium,2735454.36,53681.35999999987,2.0017115542590616,1,1
AI-1371,Generic,High,2718520.075,706294.075,35.100177426920446,95,95
AI-1346,Generic,High,2712679.075,163204.325,32.96837281554966,33,33
AI-0669,Generic,High,2706885.0,239969.0,29.3286059290547,72,72
R-0009,Branded,High,2654890.77,234731.91999999998,35.628724719178514,39,39
AI-1552,Generic,Mid,2651080.2,41008.4,28.196094609460946,32,32
R-4372,Branded,Premium,2638353.085,698988.085,36.07438779310318,27,27
AI-0388,Generic,Mid,2613582.4349999973,611784.4350000006,32.049354144641455,248,248
R-0743,Branded,Mid,2613411.5600000005,62760.55999999994,31.905808919751077,274,272
AI-1054,Generic,High,2609681.18,286891.43000000005,33.42087895388134,19,19
R-2924,Branded,Premium,2598750.0,708750.0,37.5,6,6
R-1409,Branded,Mid,2582779.0,38494.8,35.665601068678576,102,102
R-1229,Branded,High,2575450.0,540450.0,26.55773955773956,55,55
R-4371,Branded,High,2558486.625,631324.625,35.26592268929419,32,32
R-1437,Branded,Premium,2558225.0,633225.0,32.89480519480519,14,14
R-1999,Branded,High,2555856.125,659856.125,34.80316339869279,51,51
R-2976,Branded,Mid,2554738.8124999995,154310.86499999996,32.47369426920389,544,544
AI-0881,Generic,Mid,2554713.9799999935,497221.35500000126,30.64415632039399,595,580
R-2658,Branded,Premium,2553353.0,331650.0,37.499763732795024,9,9
R-0935,Branded,High,2539302.5,200436.5,37.01505078485692,57,57
AI-1115,Generic,Mid,2531039.25,48857.75,35.3625047568615,57,57
R-1166,Branded,High,2524556.0,274828.5,36.32894910773298,89,89
R-3967,Branded,Mid,2514851.0,396708.5,36.265906712684554,281,281
AI-1318,Generic,Mid,2507610.24,29131.52,34.147535737841274,32,32
AI-1381,Generic,Low,2507377.07,70538.56999999999,34.526279465893644,904,902
AI-0439,Generic,Mid,2505763.5749999997,65736.20000000007,28.629444664660028,101,101
R-5206,Branded,Mid,2490176.0,28745.0,36.81574835420987,143,143
AI-1122,Generic,Mid,2484928.0,226258.0,36.085805422647525,165,165
R-1065,Branded,Premium,2475000.0,675000.0,37.5,1,1
R-4946,Branded,Premium,2469225.0,624225.0,33.833333333333336,9,9
R-3154,Branded,High,2466200.0,658700.0,37.00561797752809,178,178
R-3101,Branded,High,2462297.0,227936.0,36.630936118923266,19,19
AI-0243,Generic,High,2448943.7049999987,552354.7050000003,29.05565962304549,212,212
AI-0567,Generic,Mid,2432849.375,37979.42499999999,40.84837715726258,110,108
AI-0508,Generic,High,2429208.5,478011.5,32.27480725623582,20,20
R-2698,Branded,Mid,2415000.0,14316.0,37.4921433060968,6,6
R-4333,Branded,High,2403669.75,652492.0,41.40589909371951,131,131
R-3165,Branded,High,2402400.0,633150.0,36.66101694915254,59,59
R-4614,Branded,Mid,2398949.3,44453.9,27.55475567514391,26,26
R-0123,Branded,High,2393721.64,37695.14,35.50384282108277,11,11
R-3736,Branded,High,2387375.0,651102.0,37.499978502218,26,26
AI-1541,Generic,Mid,2377309.5,9551.5,12.692179921599893,173,171
R-3433,Branded,Mid,2362170.02,581613.1799999999,35.90623131799325,287,287
AI-0025,Generic,Low,2361704.4450000008,25825.05999999997,32.51089667630582,255,255
R-2949,Branded,Mid,2324351.25,86488.25,31.16582738392758,39,39
R-0235,Branded,Mid,2315863.2,28415.6,36.76491137275204,118,118
R-0292,Branded,Mid,2313414.5,48805.5,33.89270833333333,32,32
R-4747,Branded,High,2306304.0,550104.0,31.476190476190474,42,42
AI-0107,Generic,Mid,2300044.0,158203.0,36.88022753367294,114,114
R-5293,Branded,Premium,2295975.0,398475.0,21.0,1,1
AI-0346,Generic,Mid,2294924.375,34254.5,37.0169144495355,35,35
R-0451,Branded,High,2290037.0,214098.0,36.231606914700066,13,13
R-1227,Branded,Mid,2283795.75,324106.75,36.57938402712505,198,198
R-5165,Branded,High,2279068.0,240340.0,27.187782805429862,16,16
R-2329,Branded,Mid,2274474.124999998,90021.41500000007,30.446256377978038,340,339
R-0754,Branded,Mid,2269371.5700000003,54577.39,32.08597114094547,54,54
R-4951,Branded,Mid,2256600.13,86910.56,31.05112988799362,385,385
AI-0740,Generic,Mid,2255289.05,84496.04999999999,36.78197033255481,434,434
R-3941,Branded,Mid,2246130.6,402806.41,35.558318420287854,95,95
AI-1427,Generic,Premium,2241746.0,565386.0,33.94121726360447,17,17
R-4691,Branded,Mid,2238582.424999999,581287.3000000002,35.68414509156553,481,481
R-0057,Branded,Mid,2233301.68,51739.880000000005,32.25492955992076,43,43
AI-0922,Generic,High,2222174.55,82910.15,31.667335075014506,12,12
AI-0066,Generic,Low,2219545.54,76350.35999999996,34.53576416916664,2148,2146
R-2720,Branded,High,2218662.0,56164.0,37.07793565940367,13,13
AI-0692,Generic,Mid,2217051.2199999997,27304.06,36.0569410486281,45,45
R-2117,Branded,High,2215372.38,536480.3800000001,32.000278544491906,56,56
AI-1531,Generic,Mid,2210857.0,20745.45,36.75926779454733,68,68
AI-1269,Generic,Mid,2206428.76,21651.319999999985,33.22991976708072,54,54
AI-0951,Generic,Mid,2206202.5,47024.0,32.478420168196074,309,309
AI-0265,Generic,Premium,2191614.0,418689.0,27.1875974025974,8,8
R-3435,Branded,Mid,2191122.015892801,447688.96237280016,36.10281202256348,220,220
